,Tweets,Sentiment,Good_Bad
0,RT @CNCOwnersGA: Felicidades @cncomusic por su disco de oro en USA😍🙌🏻 estamos muy contentas y que sigan los logros 💃🏻 ¡VAMOS POR MÁS! https…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
1,RT @BeatrizTalegon: Veis lo que pasa cuando interpretan la ley pasándose por el forro del abrigo los Derechos Humanos? Pues eso mismo están…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
2,"RT @eternacadencia: ¿Qué libros sobre medio ambiente le recomendarían a Bolsonaro para que pueda reflexionar sobre lo que piensa?
(Todos lo…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3,"RT @spanish_btss: ""Los fans de @BTS_twt, quienes se llaman así mismos ARMY se están uniendo en twitter para difundir los incendios con más…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4,Los nuevos motores Scania marcan una gran diferencia respecto a los anteriores | Nexotrans https://t.co/vhsLWZ0ZUF,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
